"year","id_","AGE","EDUC","SEX","RACETH","RELIG","sex1","race1","relig1","educ1","age1","sex2","race2","relig2","educ2","age2","sex3","race3","relig3","educ3","age3","sex4","race4","relig4","educ4","age4","sex5","race5","relig5","educ5","age5"
"2004","2004.2323","73","Less than 10","Female","White","Protestant","Male","White","Protestant","12 years","48","Female","White","Protestant","12 years","79","Female","White","Protestant","12 years","50","Female","White","Protestant","13-15 years","22",NA,NA,NA,NA,NA
"2004","2004.2326","28","16 or more","Male","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2327","41","12 years","Male","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2331","61","13-15 years","Male","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2332","57","12 years","Female","White","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2334","47","13-15 years","Female","White","Protestant","Male","White","Protestant","16 or more","51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2335","44","13-15 years","Male","White","Catholic","Male","White","Catholic","16 or more","46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2338","21","13-15 years","Male","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2339","51","16 or more","Male","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2341","42","16 or more","Female","White","Protestant","Male","White","Protestant","13-15 years","29","Female","Other","None","12 years","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2342","41","12 years","Female","White","Protestant","Female","White","Protestant","12 years","66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2343","48","12 years","Female","White","Protestant","Male","White","Protestant","10-11 years","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2344","69","16 or more","Female","White","Protestant","Male","White","None","16 or more","70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2346","60","12 years","Female","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2348","56","16 or more","Female","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2349","46","12 years","Male","White","Protestant","Male","Hispanic","Protestant","Less than 10","76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2352","33","10-11 years","Female","White","Protestant","Female","White","Protestant","12 years","53","Male","White","Protestant","10-11 years","25","Female","White","None","10-11 years","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2355","65","Less than 10","Female","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2356","18","10-11 years","Female","White","Other","Female","White","Protestant","12 years","18","Male","White","None","12 years","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2359","54","Less than 10","Female","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2361","38","Less than 10","Male","Hispanic","Catholic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2362","32","13-15 years","Female","White","Protestant","Female","White","Protestant","13-15 years","55","Male","White","Protestant","13-15 years","55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2364","45","12 years","Female","White","Protestant","Female","White","Protestant","12 years","64","Male","White","None","12 years","70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2365","71","12 years","Female","White","Catholic","Male","White","Protestant","16 or more","67","Female","White","Catholic","16 or more","55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2369","42","16 or more","Female","White","Protestant","Male","White","Protestant","13-15 years","44","Female","White","Protestant","16 or more","41","Female","White","Protestant","12 years","65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2371","30","16 or more","Female","White","Catholic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2374","59","12 years","Female","White","Protestant","Female","White","Protestant","12 years","65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2375","43","16 or more","Male","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2376","40","13-15 years","Male","White","Protestant","Female","White","Protestant","10-11 years","40","Female","White","Other","16 or more","42","Female","White","Other","10-11 years","62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2378","48","13-15 years","Female","Black","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2379","51","12 years","Female","White","Catholic","Male","White","Catholic","16 or more","51","Female","White","Catholic","13-15 years","44","Female","White","Catholic","13-15 years","49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2382","25","13-15 years","Female","White","Protestant","Male","White","Protestant","12 years","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2384","28","10-11 years","Female","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2385","60","12 years","Male","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2386","74","12 years","Male","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2392","86","12 years","Female","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2393","25","12 years","Male","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2397","56","13-15 years","Female","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2398","43","16 or more","Female","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2400","31","13-15 years","Female","Black","Protestant","Male","Black","Protestant","12 years","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2402","60","12 years","Male","Black","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2403","24","13-15 years","Male","Black","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2407","40","16 or more","Male","White","Protestant","Female","White","Protestant","16 or more","39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2409","69","16 or more","Male","White","Protestant","Male","White","Protestant","16 or more","62","Male","White","Protestant","16 or more","57","Male","White","Protestant","16 or more","41","Male","White","Protestant","16 or more","60","Male","White","Protestant",NA,"62"
"2004","2004.2410","83","Less than 10","Male","White","Protestant","Male","White","Protestant","Less than 10","89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2412","33","13-15 years","Male","White","Protestant","Female","White","Protestant","13-15 years","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2413","41","Less than 10","Female","White","Protestant","Male","White","Protestant","Less than 10","43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2415","42","13-15 years","Female","White","Protestant","Male","White","Protestant","16 or more","41","Female","White","Protestant","12 years","71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2417","32","12 years","Female","Black","Protestant","Female","White","Catholic","12 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2418","22","13-15 years","Female","Black","Protestant","Male","Black","Protestant","12 years","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2423","67","13-15 years","Female","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2424","54","12 years","Female","White","Protestant","Female","Black",NA,"10-11 years","45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2427","60","13-15 years","Male","White","Protestant","Female","White","Protestant","16 or more","58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2431","49","12 years","Female","Black","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2432","21","13-15 years","Male","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2433","56","Less than 10","Male","Black","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2435","46","13-15 years","Female","Black","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2437","42","13-15 years","Male","Black","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2439","35","13-15 years","Female","Black","Protestant","Female","Black","Protestant","10-11 years","57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2441","56","Less than 10","Male","Black","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2442","28","12 years","Female","Black","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2443","28","16 or more","Female","Black","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2444","35","13-15 years","Female","White","Protestant","Female","Black","Protestant","10-11 years","30","Female","Black","Protestant","10-11 years","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2445","40","12 years","Male","Black","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2449","46","10-11 years","Male","Black","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2451","47","Less than 10","Female","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2452","48","13-15 years","Female","Black","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2454","65","16 or more","Male","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2455","56","16 or more","Female","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2457","35","13-15 years","Male","Black","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2458","33","10-11 years","Female","Black","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2460","23","10-11 years","Female","Black","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2461","49","16 or more","Female","Black","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2462","54","16 or more","Male","White","Catholic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2463","50","16 or more","Female","White","Catholic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2466","33","13-15 years","Female","White","Catholic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2467","64","13-15 years","Male","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2470","26","13-15 years","Female","White","Protestant","Female","White","Protestant","13-15 years","53","Male","White","Protestant","12 years","32","Female","White","Protestant","10-11 years","70","Female","White","Protestant","12 years","30",NA,NA,NA,NA,NA
"2004","2004.2475","18","Less than 10","Male","Hispanic","Catholic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2477","64","10-11 years","Female","Black","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2478","50","12 years","Male","Black","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2479","37","10-11 years","Male","Black","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2481","52","12 years","Female","Black","Protestant","Female","Black","Protestant",NA,"60","Male","Black","Protestant","16 or more","65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2483","24","12 years","Female","Black","Protestant","Male","Black","Protestant","13-15 years","25","Female","Black","Protestant","13-15 years","49","Female","Black","None","13-15 years","22","Female","Black","Protestant","10-11 years","66",NA,NA,NA,NA,NA
"2004","2004.2486","39","12 years","Female","White","Catholic","Female","White","Catholic","10-11 years","61","Male","White","Catholic","10-11 years","63","Male","White","Catholic","10-11 years","40","Male","White","Protestant","10-11 years","51",NA,NA,NA,NA,NA
"2004","2004.2487","60","13-15 years","Female","White","Protestant","Male","White","Protestant","Less than 10","63","Male","White","Protestant","10-11 years","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2490","47","13-15 years","Female","White","Protestant","Male","White","Protestant","12 years","47","Male","White","Protestant","12 years","25","Female","White","Protestant","13-15 years","23","Female","White","Protestant",NA,"72",NA,NA,NA,NA,NA
"2004","2004.2491","71","Less than 10","Female","White","Protestant","Female","White","Protestant","12 years","53","Male","White","Protestant","12 years","55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2493","88","Less than 10","Male","White","Protestant","Female","White","Protestant","12 years","55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2497","37","13-15 years","Male","White","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2498","61","12 years","Female","Black","Other","Female","Black","Other",NA,"55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2499","69","12 years","Female","Black","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2500","65","12 years","Male","Black","Protestant","Male","Black","Protestant","12 years","42","Male","Black","Protestant","13-15 years","62","Male","Black","Protestant","13-15 years","50","Female","Black","Protestant","16 or more","58",NA,NA,NA,NA,NA
"2004","2004.2503","21","10-11 years","Male","White","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2505","47","12 years","Female","White","Catholic","Female","White","Protestant","12 years","47","Female","White","None","10-11 years","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2506","58","Less than 10","Male","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2509","48","16 or more","Male","White","Catholic","Female","White","Catholic","16 or more","47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2510","84","13-15 years","Male","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2511","55","13-15 years","Female","White","Protestant","Female","Other","Protestant","10-11 years","64","Female","White","Protestant","12 years","67","Female","White","Protestant","Less than 10","77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2512","46","16 or more","Female","White","Protestant","Male","White","Protestant","12 years","46","Female","White","Protestant","12 years","82","Male","White","Protestant","12 years","84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2515","43","Less than 10","Female","White","Protestant","Female","Other","Protestant","13-15 years","57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2517","25","12 years","Male","White","Protestant","Female","Other","Protestant","12 years","74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2520","39","13-15 years","Female","White","Protestant","Male","White","Protestant","10-11 years","15","Female","White","Protestant","13-15 years","59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2522","25","13-15 years","Female","White","Protestant","Male","White","Protestant","13-15 years","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2524","31","13-15 years","Female","White","Protestant","Male","White","Protestant","12 years","36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2528","44","13-15 years","Male","White","Protestant","Male","White","Protestant","16 or more","44","Male","White","Protestant","16 or more","41","Male","White","Protestant","16 or more","88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2529","41","12 years","Male","White","Catholic","Male","White","Protestant","12 years","28","Male","White","None","12 years","34","Male","White","Protestant","10-11 years","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2531","33","12 years","Female","White","Protestant","Male","White","Protestant","12 years","39","Female","White","Protestant","12 years","57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2535","39","16 or more","Male","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2536","75","Less than 10","Female","White","Protestant","Female","White","Protestant","16 or more","47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2537","27","12 years","Male","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2538","61","12 years","Male","White","Protestant","Male","White",NA,"16 or more","45","Male","White","Protestant","12 years","61","Female","White","Protestant","12 years","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2539","37","10-11 years","Male","White","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2543","53","10-11 years","Male","Black","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2544","19","10-11 years","Male","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2547","51","12 years","Male","White","None","Female","White","Other","13-15 years","49","Male","White","Protestant","16 or more","53","Male","White","Protestant","13-15 years","49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2548","46","12 years","Female","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2549","56","13-15 years","Female","White","Protestant","Female","White","Protestant","12 years","57","Female","White","Protestant","12 years","50","Female","White","Protestant","12 years","59","Male","White","None","16 or more","70",NA,NA,NA,NA,NA
"2004","2004.2551","40","12 years","Female","White","Protestant","Male","White","Protestant","12 years","39","Male","Hispanic","Other","13-15 years","51","Male","White","Protestant","16 or more","48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
